timestamp,open,high,low,close,tick_volume
2020-01-02 01:00:00,1518.18,1520.84,1518.0,1520.07,217
2020-01-02 01:01:00,1520.07,1520.49,1519.72,1520.43,123
2020-01-02 01:02:00,1520.43,1520.49,1520.24,1520.41,70
2020-01-02 01:03:00,1520.4,1520.52,1520.2,1520.51,49
2020-01-02 01:04:00,1520.51,1520.92,1520.43,1520.68,84
2020-01-02 01:05:00,1520.68,1521.09,1520.52,1520.97,108
2020-01-02 01:06:00,1520.97,1521.01,1520.81,1521.0,48
2020-01-02 01:07:00,1521.0,1521.26,1520.99,1521.24,67
2020-01-02 01:08:00,1521.21,1521.31,1520.98,1521.11,71
